text,sentiment
"for years I use ticktick, I love it so much, I rated it 5 in Play store.. But the recent several changes to the app are make the app getting worse and keep getting worse than before. I incredibly sad and disappointed. for years I rely on ticktick as my todolist app, and now I have to find other alternative that can be as good as ticktick that I know before. that's not an easy thing to do",Negative
It's just a skin for Google calendar.,Negative
"Developer started to add invasive ads, and worst of all, the functionality that was working before, is not working anymore. Probably the app is busy with the invasive ad and forgot about the job at hand :) And yes, I know about the payed version",Negative
"im sure the app is nice, but i cannot add a routine, or any activity, nor i can delete anything?",Negative
"Was good on Windows mobile, then later became guglifyied and useless. Pass.",Negative
"Those fullscreen ads made me uninstall it after years of using it happily. Bye. Won't come back. My response: Or, you know, I can simply use another calendar app that's free and has no ads.",Negative
Its ok,Negative
"Ever get a phone call from a Salesman whom you don't remember giving your phone number out to? this is the app that does it. it reads your phone number and identity and uploads it to the cloud where it can later be sold to the highest bidder. this app makes sure that it gets your identity because you have to login before you can even use it. once you log in, the game is a huge disappointment. mypoli has everything over this.",Negative
"The latest update is poorly designed for users with lots of tasks, completely changes the old interface, with attending bugs, out of the blue. Biggest fan to dead in the water overnight. Shocker.",Negative
"Great app but with a poor 12hr sync to Google Calendar (with no response from the developer in over a year, after an immediate response). If they cant see this is a problem, that is a problem.",Negative
worste app ever,Negative
"I liked the app and I purchased it. But I can't sync any data from old phone. And when logged out of the app, there is no way to login again except reinstall the app. So if anyone is fine with restart all the progress everytime you change phone, this app is for you. But since I like to keep my progress to the new phone, I am stop using this app and find another one.",Negative
Can't put cute stickers on them no cuteness on phone,Negative
"The widget and sync functions does not work on premium. I get the widget error telling me to log in but I already have and even reinstalled the app. Nothing works. Developer, please fix this.",Negative
Why does this basic app need access to my contacts and refuse to work without? Give me a break you filthy parasites.,Negative
I've premium version but I'm still bombarded with adverts. Also try to make this app a little bit more interesting and fun to use. Change the ugly colour scheme,Negative
This is literally just another calendar app. Misleading calling it a planner. Smh. It's not even a good calendar. If you're hunting for a good planning app keep looking because this is definitely not it!!!,Negative
App keeps stopping after restarting my device😠 Fix this!,Negative
So far I like it I thought there would be an option to sync your routine from the Google calendar but apparently you can only sync the timeline. The time tune staff has been very helpful and the app has alot of potential!,Negative
"Not sure how this app received such high ratings. It is just making you add events in your Google calendar to create a pie. I don't want to add daily tasks to my Google calendar. I thought this app was going to be more efficient, but it's not.",Negative
"Doesn't seem to work on OP 6T, can go through character creation, but doesnt let me customize or select anything. half of the UI shows up blank.",Negative
Very bakawas,Negative
Want to customize colors buy the pro version. Not a chance. Thanks for nothing b,Negative
I have just downloaded this app and I can't register. Is there a reason for that?,Negative
Themes and location based reminders are under subscription. Both are free on most of apps like this. Thanks but no. I'll pass and keep using Google keep,Negative
"Sends mails claiming monthly payments of $4 without yearly commitment but monthly without yearly commitment costs $7 And also the app is quite crappy without premium, and premium at $4 would still be too expensive for what you get.",Negative
"The app itself is great. I used it quite regularly a few years back but when I tried to use it again it seems that the 'new' owners don't acknowledge their 'lifetime' subscription. Sure hope my emails get more results besides ... /ignore kthnxbye Sent an email ... they said they opened a ticket and then ... crickets. Nice .. thanks, downgraded to",Negative
"Blank screens when initially launching, character creation screen missing most assets but still semi functional. Unable to begin. Oneplus 6T A10",Negative
Tested on 4 Android versions and devices: 1• Reminders only work with screen on & app in foreground (app doesn't stay in memory!) 2• Can't rearrange hero screen to move graphs to bottom. 3• Every notification 'Perform' button click= annoying popup to confirm AGAIN- can't be disabled!! 4• Needs option for notification X minutes AFTER task start/end (Users need notification to inform what to start PLUS notification option to confirm it's done (at the task end time.)) Subscibe when fixed!,Negative
The new full-screen video advertisements make the basic version of this app unusable. I'm looking looking for a replacement.,Negative
Not good. Wasted time.,Negative
I'm changing my rating from 5 to 2. I've used this app for many years and I love it. It's a great app! But they have recently added add on videos (skippable but still 5 seconds long.. ) after you've created or closed an event in your calendar app. It's really annoying and disgusting because you don't have time watching adds when you want to add a couple of events everyday in you schedule... You've went to far Business Calendar 2...,Negative
Sync problem is a deal-breaker. All that info is now lost. I used it for over a year. :(,Negative
"Not a stand alone app. Must use calendar on mobile, my pout was to use it on its own.",Negative
Stopped,Negative
"cool idea, but it keeps crashing when you try to add subtasks.",Negative
"My rating is just based on my needs. The app says it has recurring tasks, it does not. It does have recurring reminders for ""on going"" tasks which may be useful in certain applications. The result of which being if you click on a task that you do everyday it puts the next reminder on the list giving the illusion the task was left undone. The exact opposite of what a checklist should do. If you want actual individual repeating tasks or list this is not the app.",Negative
"Clunky, complicated, and confusing. Not streamlined. Ugly color choice for non pro. Just a disappointment.",Negative
"Previously good, currently bad. This app takes you straight to Google calendarfor creating an event but once the event has been set, it's on calendar only. It doesn't even show that any event has been set on the app itself. I was using this app as sort of a time table but if I'm not able to see my plans for the day, then what's the use. Pls fix it",Negative
"I love that you can chose x amount of days a week to complete a habit, other apps force you to commit to specific days, the flexibility in this app helps me succeed, what I hate about this app is it fails to get my habit completion-for example I did my workout for the day but still receive repeated notices to do said workout for that day. way to drain any joy out of an accomplishment habitbull!",Negative
"User Interface is so tough, specially for a new person.. Even there is no guide that how to use.. On front there r those things which r not useful for a working person like those Xp and all.. Don't know how to find week date or tym for an alert.. Not impressive..",Negative
"I loved this app, but after the new update I am unable to use the widget. Uninstalled.",Negative
The app has stopped synching and cant get it working very frustrating. I paid for premium and no one replies to help resolve which is a real shame as the actual app when working is very good.,Negative
"In DND+vibrate, reminder sound doesn't work. 'To Do Reminder' app has sound for that case.",Negative
"Worst app,, Now I just know that only 5 habit can track freely , there above premium, also payble Back up, But Developer are never inform first.....",Negative
"Snoozing and recurrence behave erratically, thus alarms often don't happen when they should. Developer did support, separately and only up to a point, issues with notifications which are specific to my device.",Negative
1 star for obligatory signup using Google /fb/twitter.,Negative
Why is it impossible to see text of event (I PURCHASED pro version and sent You email) I just resent an email ... with screenshot,Negative
Almost no productivity without premium version.,Negative
The 1st action the app wants is to name a list. What am I listing and why would I name it? What I'm looking for is a reminder with an alarm using the ringtones already on my phone to remind me of important events. This app doesnt seem to function that way. I dont know what I'd use this app for.,Negative
"Closes everytime I try to add a note, event or anything else since last update",Negative
"app crashed after creating a daily task with 2 day habit. would fail and bring up a warning that the task failed and to press OK. however you couldnt tap ok, it just did nothing. this happened every time. gave up and uninstalled the app. on a pixel 2 XL",Negative
Had high hopes for this because it had everything I wanted but the completed tasks that I keep putting as completed come back the next day which is just irritating. Have tried all the settings to get of it but I can't and can't be bothered to persevere anymore,Negative
Hopeless,Negative
"My biggest problem is that there's no free trail and a lot of stuff is behind the pay wall but I'd like to try before I buy. Also, as a first time user there's a few issues: I downloaded it on my tablet and landscape mode doesn't work well for all pages (especially the habit details page). There was also no tutorial so I was left to just click around (when I later downloaded it on my phone there was a tutorial so I'm not sure why there isn't on my tablet).",Negative
"i cannt acces my account anymore since their ""password reset"" feature does not work. tried on my iphone, android oreo, web version. i don't receive any email to reset my password.",Negative
"I was using it and thought it was pretty good.I had my whole business schedule on it, then I lost my phone. I got a new phone and downloaded the app again, logged on and no schedule! It was gone! I lost thousands of dollars and had many clients pissed off at me... So disappointed...",Negative
"Good design, simple and clear but with the option to dig down for more details. However, they don't respond to emails and haven't released an update in over a year. Seems like this project was abandoned.",Negative
Lost half its use once they got rid of seeing children categories in the widget. I use ToDoist for homework assignments and I used the parent functions for assignments to categorize what class the assignment is for. Without being able to see all my parent/sub folders from the widget it kills most of the use of the app. I went back to an old APK but then I started getting prompts that the app would stop working if I didn't update. I still use it as a grocery list with IFTTT until Keep is fixed.,Negative
I can't get a refund and the app doesn't work. Google play is zero help and I can't reach a developer! I've been robbed.,Negative
i can't use it for a month because email was wrong. that's insane,Negative
"You must plan in resuming the reminder tab. It's really important. By the way, I'm a paid user.",Negative
Almost no productivity without premium version.,Negative
"Updates made that are not fully tested. They need to add option to revert back to the olddd verison. that was simple to use, but most importantly it worked.",Negative
Paid for premium. Sync does not work. Publisher does not reply. Started reading reviews and found numerous people with the same problem. Going to try to get my money back. Nice app if you don't care about backups or syncing between devices or customer support. Switched to Goalify and finding them extremely responsive,Negative
"This app doesn't let me log in to my previous account. Once I skipped the initial registration page due to some network issues, I tried logging in but it only shows Sign Up or connect to Facebook which I definitely don't want to use. When I use my previous account on Sign up it tells me that the email is already taken. Please fix this issue.",Negative
